Current,REG0,REG1,REG2,REG3,REG4,REG5,REG6
4.214,255,4,255,28,163,47,96,
4.214,255,4,255,16,163,46,96,
4.214,255,4,255,20,147,47,95,
4.313,255,4,255,16,182,44,96,
4.313,255,4,255,20,163,47,95,
4.313,255,4,255,24,165,47,96,
4.313,255,4,255,28,149,46,96,
4.313,255,4,255,16,162,47,96,
4.313,255,4,0,20,182,32,96,
4.313,255,4,255,24,197,47,96,
4.313,255,4,255,28,196,45,96,
4.313,255,4,255,16,195,47,96,
4.313,255,4,255,20,165,46,96,
4.313,255,4,255,24,132,47,96,
4.313,255,4,255,28,213,47,95,
4.313,255,4,255,16,164,47,96,
4.313,255,4,255,20,165,47,96,
4.313,255,4,255,24,164,47,96,
4.313,255,4,255,28,180,47,96,
4.313,255,4,255,16,165,46,96,
4.313,255,4,255,20,181,47,95,
4.313,255,4,255,24,197,46,96,
4.313,255,4,255,28,181,46,96,
4.313,255,4,255,16,181,46,96,
4.313,255,4,0,20,151,32,96,
4.313,255,4,255,24,197,46,97,
4.313,255,4,255,28,196,47,96,
4.313,255,4,255,16,150,47,96,
4.313,255,4,255,20,195,45,96,
4.313,255,4,255,24,167,47,95,
4.313,255,4,255,28,226,46,95,
4.313,255,4,255,16,180,46,96,
4.313,255,4,0,20,165,32,95,
4.313,255,4,255,24,228,45,96,
4.313,255,4,255,28,181,46,96,
4.313,255,4,255,16,199,46,96,
4.313,255,4,255,20,135,45,96,
4.313,255,4,255,24,179,46,96,
4.313,255,4,255,28,197,46,96,
4.313,255,4,255,16,178,47,95,
4.313,255,4,255,20,180,47,96,
4.313,255,4,255,24,165,46,95,
4.313,255,4,255,28,164,47,95,
4.313,255,4,255,16,147,46,96,
4.313,255,4,0,20,149,32,96,
4.313,255,4,255,24,213,47,95,
4.313,255,4,255,28,165,47,97,
4.313,255,4,255,16,229,46,96,
4.313,255,4,255,20,211,46,96,
4.313,255,4,255,24,181,44,96,
4.313,255,4,255,28,195,46,96,
4.313,255,4,0,16,167,32,96,
4.313,255,4,255,20,165,47,95,
4.412,255,4,255,16,214,47,96,
4.412,255,4,255,20,134,47,95,
4.412,255,4,255,24,182,46,96,
4.412,255,4,255,28,182,46,95,
4.412,255,4,0,16,166,32,95,
4.412,255,4,255,20,167,46,96,
4.412,255,4,255,24,200,46,96,
4.412,255,4,255,28,166,45,96,
4.412,255,4,255,16,182,46,96,
4.412,255,4,255,20,150,47,96,
4.412,255,4,255,24,165,47,95,
4.412,255,4,255,28,184,47,96,
4.412,255,4,255,16,184,47,96,
4.412,255,4,255,20,182,47,96,
4.412,255,4,255,24,230,47,96,
4.412,255,4,255,28,135,45,95,
4.412,255,4,255,16,215,45,96,
4.412,255,4,255,20,198,46,94,
4.412,255,4,255,24,181,46,97,
4.412,255,4,255,28,212,46,96,
4.412,255,4,255,16,196,47,96,
4.412,255,4,255,20,197,45,96,
4.412,255,4,255,24,166,47,96,
4.412,255,4,255,28,167,46,96,
4.412,255,4,255,16,213,46,96,
4.412,255,4,255,20,198,46,96,
4.412,255,4,255,24,163,46,96,
4.412,255,4,255,28,184,46,96,
4.412,255,4,0,16,167,32,96,
4.412,255,4,255,20,214,45,95,
4.412,255,4,255,24,215,46,96,
4.412,255,4,255,28,166,46,96,
4.412,255,4,255,16,200,47,97,
4.412,255,4,255,20,134,47,96,
4.412,255,4,255,24,166,46,96,
4.412,255,4,255,28,212,45,96,
4.412,255,4,255,16,129,46,96,
4.412,255,4,255,20,165,46,96,
4.412,255,4,255,24,199,47,96,
4.412,255,4,255,28,213,45,96,
4.412,255,4,255,16,164,46,96,
4.412,255,4,255,20,165,47,95,
4.412,255,4,255,24,166,46,96,
4.412,255,4,255,28,166,45,96,
4.412,255,4,255,16,198,47,96,
4.412,255,4,255,20,198,46,96,
4.412,255,4,255,24,183,47,96,
4.412,255,4,255,28,166,46,95,
4.412,255,4,255,16,150,47,96,
4.412,255,4,255,20,197,45,95,
4.511,255,4,255,16,168,47,96,
4.511,255,4,255,20,155,45,96,
4.511,255,4,255,24,214,47,96,
4.511,255,4,255,28,184,46,95,
4.511,255,4,255,16,136,46,96,
4.511,255,4,255,20,167,46,95,
4.511,255,4,255,24,152,47,96,
4.511,255,4,255,28,201,47,95,
4.511,255,4,255,16,152,47,96,
4.511,255,4,255,20,168,46,96,
4.511,255,4,255,24,183,46,95,
4.511,255,4,255,28,151,45,95,
4.511,255,4,255,16,234,46,96,
4.511,255,4,255,20,153,45,97,
4.511,255,4,255,24,199,47,96,
4.511,255,4,255,28,185,46,96,
4.511,255,4,255,16,183,47,96,
4.511,255,4,255,20,183,46,96,
4.511,255,4,255,24,184,47,96,
4.511,255,4,255,28,199,46,96,
4.511,255,4,255,16,199,45,96,
4.511,255,4,255,20,184,46,96,
4.511,255,4,255,24,200,46,95,
4.511,255,4,255,28,197,46,95,
4.511,255,4,255,16,216,46,96,
4.511,255,4,255,20,168,46,96,
4.511,255,4,255,24,169,45,95,
4.511,255,4,0,28,201,32,95,
4.511,255,4,255,16,200,46,96,
4.511,255,4,255,20,183,47,96,
4.511,255,4,255,24,170,47,95,
4.511,255,4,255,28,152,47,96,
4.511,255,4,255,16,183,46,96,
4.511,255,4,255,20,154,45,96,
4.511,255,4,255,24,168,47,96,
4.511,255,4,255,28,199,46,95,
4.511,255,4,255,16,202,46,96,
4.511,255,4,255,20,184,45,96,
4.511,255,4,255,24,199,47,96,
4.511,255,4,255,28,216,46,94,
4.511,255,4,255,16,186,45,96,
4.511,255,4,255,20,184,45,96,
4.511,255,4,255,24,203,47,96,
4.511,255,4,255,28,168,47,96,
4.511,255,4,255,16,198,45,96,
4.511,255,4,255,20,168,45,97,
4.511,255,4,255,24,169,47,96,
4.511,255,4,255,28,168,47,96,
4.511,255,4,255,16,202,47,96,
4.511,255,4,255,20,169,45,95,
4.609,255,4,255,16,218,47,95,
4.609,255,4,255,20,187,46,96,
4.609,255,4,255,24,202,47,96,
4.609,255,4,255,28,168,46,96,
4.609,255,4,255,16,168,47,96,
4.609,255,4,255,20,186,46,94,
4.609,255,4,255,24,186,46,96,
4.609,255,4,255,28,218,47,97,
4.609,255,4,255,16,187,45,96,
4.609,255,4,255,20,151,47,96,
4.609,255,4,255,24,170,45,96,
4.609,255,4,255,28,170,46,96,
4.609,255,4,255,16,137,45,96,
4.609,255,4,255,20,171,47,96,
4.609,255,4,255,24,188,47,96,
4.609,255,4,255,28,155,47,96,
4.609,255,4,255,16,185,46,95,
4.609,255,4,255,20,168,47,97,
4.609,255,4,255,24,187,46,97,
4.609,255,4,255,28,169,47,95,
4.609,255,4,255,16,136,46,96,
4.609,255,4,255,20,169,46,96,
4.609,255,4,255,24,217,45,96,
4.609,255,4,255,28,183,45,96,
4.609,255,4,255,16,184,47,95,
4.609,255,4,255,20,170,46,96,
4.609,255,4,255,24,184,46,96,
4.609,255,4,255,28,169,46,96,
4.609,255,4,255,16,201,46,96,
4.609,255,4,255,20,185,46,97,
4.609,255,4,255,24,137,46,96,
4.609,255,4,255,28,218,45,96,
4.609,255,4,255,16,186,44,96,
4.609,255,4,255,20,201,46,97,
4.609,255,4,255,24,120,47,97,
4.609,255,4,255,28,169,45,96,
4.609,255,4,255,16,171,47,96,
4.609,255,4,255,20,186,46,96,
4.609,255,4,255,24,184,46,96,
4.609,255,4,255,28,186,46,96,
4.609,255,4,255,16,170,46,96,
4.609,255,4,255,20,152,45,96,
4.609,255,4,255,24,185,47,96,
4.609,255,4,255,28,183,47,96,
4.609,255,4,255,16,232,47,96,
4.609,255,4,255,20,187,47,96,
4.609,255,4,255,24,183,47,96,
4.609,255,4,255,28,153,47,95,
4.609,255,4,255,16,185,46,95,
4.609,255,4,255,20,170,46,96,
4.708,255,4,0,16,187,32,96,
4.708,255,4,255,20,186,46,96,
4.708,255,4,255,24,203,47,96,
4.708,255,4,255,28,173,46,95,
4.708,255,4,255,16,154,46,96,
4.708,255,4,255,20,217,46,96,
4.708,255,4,255,24,201,46,96,
4.708,255,4,255,28,171,45,95,
4.708,255,4,255,16,138,45,96,
4.708,255,4,255,20,169,44,95,
4.708,255,4,255,24,190,47,96,
4.708,255,4,255,28,154,46,96,
4.708,255,4,255,16,204,44,96,
4.708,255,4,255,20,171,47,96,
4.708,255,4,255,24,185,46,95,
4.708,255,4,255,28,205,46,96,
4.708,255,4,255,16,201,47,96,
4.708,255,4,255,20,188,47,96,
4.708,255,4,255,24,171,47,97,
4.708,255,4,255,28,188,47,96,
4.708,255,4,255,16,188,47,96,
4.708,255,4,255,20,204,45,96,
4.708,255,4,255,24,170,46,96,
4.708,255,4,255,28,187,46,96,
4.708,255,4,255,16,185,47,95,
4.708,255,4,255,20,171,45,96,
4.708,255,4,255,24,186,47,96,
4.708,255,4,255,28,154,47,95,
4.708,255,4,255,16,204,46,96,
4.708,255,4,255,20,172,46,96,
4.708,255,4,255,24,170,46,96,
4.708,255,4,255,28,171,46,96,
4.708,255,4,255,16,204,46,96,
4.708,255,4,255,20,203,47,95,
4.708,255,4,255,24,219,46,96,
4.708,255,4,255,28,154,46,96,
4.708,255,4,255,16,186,47,96,
4.708,255,4,255,20,190,46,96,
4.708,255,4,255,24,186,46,96,
4.708,255,4,255,28,203,47,96,
4.708,255,4,255,16,171,47,96,
4.708,255,4,255,20,185,46,96,
4.708,255,4,255,24,172,46,96,
4.708,255,4,255,28,170,45,96,
4.708,255,4,255,16,171,46,95,
4.708,255,4,255,20,204,47,95,
4.708,255,4,255,24,154,47,97,
4.708,255,4,255,28,219,47,96,
4.708,255,4,255,16,170,46,96,
4.708,255,4,255,20,158,47,96,
4.806,255,4,255,16,189,45,96,
4.806,255,4,0,20,205,32,96,
4.806,255,4,255,24,172,46,95,
4.806,255,4,255,28,189,47,96,
4.806,255,4,255,16,188,47,96,
4.806,255,4,255,20,172,47,96,
4.806,255,4,255,24,158,46,96,
4.806,255,4,255,28,189,45,97,
4.806,255,4,255,16,187,46,96,
4.806,255,4,255,20,219,45,96,
4.806,255,4,255,24,142,46,95,
4.806,255,4,255,28,156,46,96,
4.806,255,4,255,16,172,46,96,
4.806,255,4,255,20,155,46,96,
4.806,255,4,255,24,188,46,96,
4.806,255,4,255,28,188,46,95,
4.806,255,4,255,16,188,46,96,
4.806,255,4,255,20,188,46,96,
4.806,255,4,255,24,188,47,95,
4.806,255,4,255,28,189,45,96,
4.806,255,4,255,16,188,47,96,
4.806,255,4,255,20,156,47,96,
4.806,255,4,255,24,205,44,95,
4.806,255,4,255,28,205,46,96,
4.806,255,4,255,16,187,44,96,
4.806,255,4,255,20,156,46,95,
4.806,255,4,255,24,173,47,96,
4.806,255,4,255,28,139,46,95,
4.806,255,4,255,16,173,46,96,
4.806,255,4,255,20,201,47,95,
4.806,255,4,255,24,204,47,96,
4.806,255,4,0,28,157,32,96,
4.806,255,4,255,16,189,45,96,
4.806,255,4,255,20,188,46,96,
4.806,255,4,255,24,173,45,95,
4.806,255,4,255,28,188,45,95,
4.806,255,4,255,16,190,45,96,
4.806,255,4,255,20,173,46,96,
4.806,255,4,255,24,174,46,96,
4.806,255,4,255,28,172,45,96,
4.806,255,4,255,16,190,46,96,
4.806,255,4,255,20,155,47,95,
4.806,255,4,255,24,188,45,96,
4.806,255,4,255,28,158,45,95,
4.806,255,4,255,16,174,46,96,
4.806,255,4,255,20,172,45,96,
4.806,255,4,255,24,189,46,96,
4.806,255,4,255,28,173,45,95,
4.806,255,4,255,16,155,46,97,
4.806,255,4,255,20,158,47,96,
4.905,255,4,255,16,173,46,95,
4.905,255,4,255,20,189,47,96,
4.905,255,4,255,24,204,47,96,
4.905,255,4,255,28,155,46,95,
4.905,255,4,255,16,157,47,96,
4.905,255,4,255,20,155,46,95,
4.905,255,4,255,24,173,46,96,
4.905,255,4,255,28,204,46,96,
4.905,255,4,255,16,154,45,96,
4.905,255,4,255,20,187,47,96,
4.905,255,4,255,24,207,45,95,
4.905,255,4,255,28,189,45,96,
4.905,255,4,255,16,203,47,97,
4.905,255,4,255,20,221,47,95,
4.905,255,4,255,24,223,47,96,
4.905,255,4,255,28,174,47,97,
4.905,255,4,255,16,189,47,97,
4.905,255,4,255,20,205,47,96,
4.905,255,4,255,24,156,45,96,
4.905,255,4,255,28,207,46,96,
4.905,255,4,255,16,189,46,96,
4.905,255,4,255,20,158,46,96,
4.905,255,4,255,24,172,46,95,
4.905,255,4,255,28,190,45,96,
4.905,255,5,255,16,160,47,95,
4.905,255,4,255,20,206,46,96,
4.905,255,4,255,24,221,47,96,
4.905,255,4,255,28,174,46,95,
4.905,255,4,255,16,190,47,97,
4.905,255,4,0,20,156,32,96,
4.905,255,4,255,24,173,46,96,
4.905,255,4,255,28,206,47,96,
4.905,255,4,255,16,173,46,96,
4.905,255,4,255,20,172,46,96,
4.905,255,4,255,24,188,46,97,
4.905,255,4,255,28,206,47,96,
4.905,255,4,255,16,190,47,95,
4.905,255,4,255,20,157,46,96,
4.905,255,4,255,24,171,46,96,
4.905,255,4,0,28,172,32,95,
4.905,255,4,255,16,157,46,96,
4.905,255,4,255,20,188,47,95,
4.905,255,4,255,24,218,46,96,
4.905,255,4,255,28,190,46,96,
4.905,255,4,255,16,205,47,95,
4.905,255,4,255,20,222,45,95,
4.905,255,4,255,24,190,46,96,
4.905,255,4,255,28,186,47,95,
4.905,255,4,255,16,174,46,95,
4.905,255,4,255,20,172,46,97,
5.0,255,4,255,16,221,46,96,
5.0,255,4,255,20,204,47,95,
5.0,255,4,255,24,173,46,95,
5.0,255,5,255,28,208,46,96,
5.0,255,4,255,16,190,47,97,
5.0,255,4,255,20,159,46,95,
5.0,255,4,255,24,175,46,96,
5.0,255,4,255,28,191,47,96,
5.0,255,5,255,16,144,47,95,
5.0,255,4,255,20,190,47,96,
5.0,255,4,255,24,191,46,96,
5.0,255,4,255,28,156,45,96,
5.0,255,4,255,16,207,46,96,
5.0,255,4,255,20,218,47,96,
5.0,255,4,255,24,174,46,96,
5.0,255,4,255,28,173,46,96,
5.0,255,4,255,16,207,46,95,
5.0,255,4,255,20,171,46,96,
5.0,255,4,255,24,223,46,97,
5.0,255,5,255,28,177,46,96,
5.0,255,4,255,16,220,46,96,
5.0,255,4,255,20,175,47,96,
5.0,255,4,255,24,143,45,96,
5.0,255,4,255,28,174,46,96,
5.0,255,4,255,16,173,45,96,
5.0,255,4,255,20,191,45,95,
5.0,255,4,255,24,189,47,97,
5.0,255,4,255,28,174,46,95,
5.0,255,4,0,16,174,32,96,
5.0,255,4,255,20,157,46,96,
5.0,255,4,255,24,157,46,95,
5.0,255,5,255,28,176,47,96,
5.0,255,4,255,16,191,47,96,
5.0,255,4,255,20,175,47,97,
5.0,255,4,255,24,207,47,96,
5.0,255,4,255,28,190,46,95,
5.0,255,4,255,16,95,46,97,
5.0,255,4,255,20,173,45,96,
5.0,255,4,255,24,142,46,96,
5.0,255,4,255,28,175,47,96,
5.0,255,4,255,16,222,46,97,
5.0,255,4,255,20,175,45,96,
5.0,255,5,255,24,160,46,95,
5.0,255,4,255,28,159,46,97,
5.0,255,5,255,16,144,47,96,
5.0,255,4,255,20,157,46,97,
5.0,255,4,255,24,156,47,95,
5.0,255,4,255,28,172,46,97,
5.0,255,4,255,16,189,47,96,
5.0,255,4,255,20,223,46,96,
